,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block,Block Name,Block ID,Version Added,Order Added,Creative Only,OP Only,Commands Only,Renewable,Infinitely Automatically Farmable,,Has an Item Form,,Block Entity,Mob Spawnable On,Mob Spawnable Inside,Warden Spawnable On,Spider Spawnable Under,Light Level,Blast Resistance,Hardness,Mining Tool,Mining Level Required,Can Drop Itself,,,Insta-Mineable In Survival,Can be Waterlogged,Gets Flushed,Has Collision,Can Have a Full Block Collision,Has a Mining Hitbox,Can Have a Full Block Mining Hitbox,Can be Immovable,Disappears when Pushed,Transmits Redstone,Launches Minecart,Can Suffocate,Obeys Gravity,Requires Support Block to Place,Requires Support Block to Exist,Flammable,Catches Fire from Lava,Transparent,Filters Sky Light,Beacon can Bypass,Chest Openable Under,Tramples Farmland,Causes Damage,Fall Damage Amplification,Note Block Sound,Opens a GUI,GUI Stores Items,Rotation Availability,Can Change Block State,
,Cyan Carpet,cyan_carpet,1.6.1 13w16a,241,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,657
,Light Blue Carpet,light_blue_carpet,1.6.1 13w16a,242,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,658
,Blue Carpet,blue_carpet,1.6.1 13w16a,243,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,659
,Purple Carpet,purple_carpet,1.6.1 13w16a,244,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,660
,Magenta Carpet,magenta_carpet,1.6.1 13w16a,245,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,661
,Pink Carpet,pink_carpet,1.6.1 13w16a,246,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,662
,White Banner,white_banner,1.8 14w30a,358,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,663
,Light Gray Banner,light_gray_banner,1.8 14w30a,359,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,664
,Gray Banner,gray_banner,1.8 14w30a,360,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,665
,Black Banner,black_banner,1.8 14w30a,361,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,666
,Brown Banner,brown_banner,1.8 14w30a,362,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,667
,Red Banner,red_banner,1.8 14w30a,363,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,668
,Orange Banner,orange_banner,1.8 14w30a,364,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,669
,Yellow Banner,yellow_banner,1.8 14w30a,365,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,670
,Lime Banner,lime_banner,1.8 14w30a,366,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,671
,Green Banner,green_banner,1.8 14w30a,367,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,672
,Cyan Banner,cyan_banner,1.8 14w30a,368,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,673
,Light Blue Banner,light_blue_banner,1.8 14w30a,369,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,674
,Blue Banner,blue_banner,1.8 14w30a,370,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,675
,Purple Banner,purple_banner,1.8 14w30a,371,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,676
,Magenta Banner,magenta_banner,1.8 14w30a,372,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,677
,Pink Banner,pink_banner,1.8 14w30a,373,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,16,TRUE,678
,White Wall Banner,white_wall_banner,1.8 14w30a,374,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,679
,Light Gray Wall Banner,light_gray_wall_banner,1.8 14w30a,375,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,680
,Gray Wall Banner,gray_wall_banner,1.8 14w30a,376,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,681
,Black Wall Banner,black_wall_banner,1.8 14w30a,377,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,682
,Brown Wall Banner,brown_wall_banner,1.8 14w30a,378,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,683
,Red Wall Banner,red_wall_banner,1.8 14w30a,379,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,684
,Orange Wall Banner,orange_wall_banner,1.8 14w30a,380,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,685
,Yellow Wall Banner,yellow_wall_banner,1.8 14w30a,381,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,686
,Lime Wall Banner,lime_wall_banner,1.8 14w30a,382,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,687
,Green Wall Banner,green_wall_banner,1.8 14w30a,383,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,688
,Cyan Wall Banner,cyan_wall_banner,1.8 14w30a,384,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,689
,Light Blue Wall Banner,light_blue_wall_banner,1.8 14w30a,385,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,690
,Blue Wall Banner,blue_wall_banner,1.8 14w30a,386,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,691
,Purple Wall Banner,purple_wall_banner,1.8 14w30a,387,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,692
,Magenta Wall Banner,magenta_wall_banner,1.8 14w30a,388,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,693
,Pink Wall Banner,pink_wall_banner,1.8 14w30a,389,FALSE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,TRUE,TRUE,No,Yes,No,TRUE,0,1,1,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Bass,FALSE,FALSE,4,TRUE,694
,White Bed,white_bed,1.12 17w15a,497,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,695
,Light Gray Bed,light_gray_bed,1.12 17w15a,498,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,696
,Gray Bed,gray_bed,1.12 17w15a,499,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,697
,Black Bed,black_bed,1.12 17w15a,500,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,698
,Brown Bed,brown_bed,1.12 17w15a,501,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,699
,Red Bed,red_bed,Beta 1.3,103,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,700
,Orange Bed,orange_bed,1.12 17w15a,502,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,701
,Yellow Bed,yellow_bed,1.12 17w15a,503,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,702
,Lime Bed,lime_bed,1.12 17w15a,504,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,703
,Green Bed,green_bed,1.12 17w15a,505,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,704
,Cyan Bed,cyan_bed,1.12 17w15a,506,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,705
,Light Blue Bed,light_blue_bed,1.12 17w15a,507,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,706
,Blue Bed,blue_bed,1.12 17w15a,508,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,707
,Purple Bed,purple_bed,1.12 17w15a,509,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,708
,Magenta Bed,magenta_bed,1.12 17w15a,510,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,709
,Pink Bed,pink_bed,1.12 17w15a,511,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,TRUE,No,No,No,TRUE,0,0.2,0.2,None,0,TRUE,TRUE,TRUE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,50%,Harp,FALSE,FALSE,4,TRUE,710
,White Concrete Powder,white_concrete_powder,1.12 17w06a,449,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.5,0.5,Shovel,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Snare,FALSE,FALSE,1,FALSE,711
